paper_title,paper_url
Deep Learning Face Representation by Joint Identification-Verification,https://arxiv.org/pdf/1406.4773v1.pdf
Training Very Deep Networks,https://arxiv.org/pdf/1507.06228v2.pdf
In-Order Transition-based Constituent Parsing,https://aclweb.org/anthology/Q17-1029
300-sparsans at SemEval-2018 Task 9: Hypernymy as interaction of sparse attributes,https://aclweb.org/anthology/S18-1152
Scalable Bayesian Optimization Using Deep Neural Networks,https://arxiv.org/pdf/1502.05700v2.pdf
3D MRI brain tumor segmentation using autoencoder regularization,https://arxiv.org/pdf/1810.11654v3.pdf
Simple and Accurate Dependency Parsing Using Bidirectional LSTM Feature Representations,https://arxiv.org/pdf/1603.04351v3.pdf
The Evolved Transformer,https://arxiv.org/pdf/1901.11117v3.pdf
Revisiting LSTM Networks for Semi-Supervised Text Classification via Mixed Objective Function,https://www.aaai.org/Papers/AAAI/2019/AAAI-SachanD.7236.pdf
Implicit Quantile Networks for Distributional Reinforcement Learning,https://arxiv.org/pdf/1806.06923v1.pdf
Identity Mappings in Deep Residual Networks,https://arxiv.org/pdf/1603.05027v3.pdf
GraphGAN: Graph Representation Learning with Generative Adversarial Nets,https://arxiv.org/pdf/1711.08267v1.pdf
Dialogue Act Sequence Labeling using Hierarchical encoder with CRF,https://arxiv.org/pdf/1709.04250v2.pdf
Seven ways to improve example-based single image super resolution,https://arxiv.org/pdf/1511.02228v1.pdf
Neural Text Generation from Structured Data with Application to the Biography Domain,https://arxiv.org/pdf/1603.07771v3.pdf
Dynamic Self-Attention : Computing Attention over Words Dynamically for Sentence Embedding,https://arxiv.org/pdf/1808.07383v1.pdf
FRAGE: Frequency-Agnostic Word Representation,https://arxiv.org/pdf/1809.06858v1.pdf
Conditional Random Fields as Recurrent Neural Networks,https://arxiv.org/pdf/1502.03240v3.pdf
A Position-aware Bidirectional Attention Network for Aspect-level Sentiment Analysis,https://aclweb.org/anthology/C18-1066
A Simple Method for Commonsense Reasoning,https://arxiv.org/pdf/1806.02847v1.pdf
Mastering Chess and Shogi by Self-Play with a General Reinforcement Learning Algorithm,https://arxiv.org/pdf/1712.01815v1.pdf
Flow-Guided Feature Aggregation for Video Object Detection,https://arxiv.org/pdf/1703.10025v2.pdf
Global Encoding for Abstractive Summarization,https://aclweb.org/anthology/P18-2027
Learning Spatial-Temporal Regularized Correlation Filters for Visual Tracking,https://arxiv.org/pdf/1803.08679v1.pdf
Going Further with Point Pair Features,https://arxiv.org/pdf/1711.04061v1.pdf
Context Encoding for Semantic Segmentation,https://arxiv.org/pdf/1803.08904v1.pdf
Res2Net: A New Multi-scale Backbone Architecture,https://arxiv.org/pdf/1904.01169v1.pdf
Learning to Compute Word Embeddings On the Fly,https://arxiv.org/pdf/1706.00286v3.pdf
Multiway Attention Networks for Modeling Sentence Pairs,https://www.ijcai.org/proceedings/2018/0613.pdf
Efficient Architecture Search by Network Transformation,https://arxiv.org/pdf/1707.04873v2.pdf
Dueling Network Architectures for Deep Reinforcement Learning,https://arxiv.org/pdf/1511.06581v3.pdf
Efficient Neural Architecture Search via Parameter Sharing,https://arxiv.org/pdf/1802.03268v2.pdf
PixelCNN++: Improving the PixelCNN with Discretized Logistic Mixture Likelihood and Other Modifications,https://arxiv.org/pdf/1701.05517v1.pdf
Context-Dependent Sentiment Analysis in User-Generated Videos,https://aclweb.org/anthology/P17-1081
Denoising Distantly Supervised Open-Domain Question Answering,https://aclweb.org/anthology/P18-1161
VPGNet: Vanishing Point Guided Network for Lane and Road Marking Detection and Recognition,https://arxiv.org/pdf/1710.06288v1.pdf
Deep Learning for Answer Sentence Selection,https://arxiv.org/pdf/1412.1632v1.pdf
End-to-end Neural Coreference Resolution,https://arxiv.org/pdf/1707.07045v2.pdf
Adversarially Learned Inference,https://arxiv.org/pdf/1606.00704v3.pdf
WIDER FACE: A Face Detection Benchmark,https://arxiv.org/pdf/1511.06523v1.pdf
Spider: A Large-Scale Human-Labeled Dataset for Complex and Cross-Domain Semantic Parsing and Text-to-SQL Task,https://arxiv.org/pdf/1809.08887v5.pdf
Incorporating Glosses into Neural Word Sense Disambiguation,https://aclweb.org/anthology/P18-1230
Contextual String Embeddings for Sequence Labeling,https://aclweb.org/anthology/C18-1139
Generating Multiple Objects at Spatially Distinct Locations,https://arxiv.org/pdf/1901.00686v1.pdf
Unsupervised Machine Translation Using Monolingual Corpora Only,https://arxiv.org/pdf/1711.00043v2.pdf
DR-BiLSTM: Dependent Reading Bidirectional LSTM for Natural Language Inference,https://arxiv.org/pdf/1802.05577v2.pdf
DialogueRNN: An Attentive RNN for Emotion Detection in Conversations,https://arxiv.org/pdf/1811.00405v3.pdf
Self-Attention Generative Adversarial Networks,https://arxiv.org/pdf/1805.08318v1.pdf
Robust Multilingual Part-of-Speech Tagging via Adversarial Training,https://arxiv.org/pdf/1711.04903v2.pdf
Neural Sequence Learning Models for Word Sense Disambiguation,https://aclweb.org/anthology/D17-1120
DRAW: A Recurrent Neural Network For Image Generation,https://arxiv.org/pdf/1502.04623v2.pdf
Sparse Activity and Sparse Connectivity in Supervised Learning,https://arxiv.org/pdf/1603.08367v1.pdf
Distributed Representations of Sentences and Documents,https://arxiv.org/pdf/1405.4053v2.pdf
A Fast Unified Model for Parsing and Sentence Understanding,https://arxiv.org/pdf/1603.06021v3.pdf
Emo2Vec: Learning Generalized Emotion Representation by Multi-task Training,https://arxiv.org/pdf/1809.04505v1.pdf
PointFusion: Deep Sensor Fusion for 3D Bounding Box Estimation,https://arxiv.org/pdf/1711.10871v2.pdf
CINIC-10 is not ImageNet or CIFAR-10,https://arxiv.org/pdf/1810.03505v1.pdf
Random Erasing Data Augmentation,https://arxiv.org/pdf/1708.04896v2.pdf
Image Super-Resolution via Dual-State Recurrent Networks,https://arxiv.org/pdf/1805.02704v1.pdf
RetinaMask: Learning to predict masks improves state-of-the-art single-shot detection for free,https://arxiv.org/pdf/1901.03353v1.pdf
R-FCN: Object Detection via Region-based Fully Convolutional Networks,https://arxiv.org/pdf/1605.06409v2.pdf
PCL: Proposal Cluster Learning for Weakly Supervised Object Detection,https://arxiv.org/pdf/1807.03342v2.pdf
Regressing Robust and Discriminative 3D Morphable Models with a very Deep Neural Network,https://arxiv.org/pdf/1612.04904v1.pdf
Light Gated Recurrent Units for Speech Recognition,https://arxiv.org/pdf/1803.10225v1.pdf
Convolutional Neural Network Architectures for Matching Natural Language Sentences,https://arxiv.org/pdf/1503.03244v1.pdf
VQA: Visual Question Answering,https://arxiv.org/pdf/1505.00468v7.pdf
Deep Networks with Internal Selective Attention through Feedback Connections,https://papers.nips.cc/paper/5276-deep-networks-with-internal-selective-attention-through-feedback-connections.pdf
Empirical Evaluation of Rectified Activations in Convolutional Network,https://arxiv.org/pdf/1505.00853v2.pdf
ContactDB: Analyzing and Predicting Grasp Contact via Thermal Imaging,https://arxiv.org/pdf/1904.06830v1.pdf
Matching Networks for One Shot Learning,https://arxiv.org/pdf/1606.04080v2.pdf
Supervised Distributional Hypernym Discovery via Domain Adaptation,https://aclweb.org/anthology/D16-1041
"Holistic, Instance-Level Human Parsing",https://arxiv.org/pdf/1709.03612v1.pdf
Graph-Structured Representations for Visual Question Answering,https://arxiv.org/pdf/1609.05600v2.pdf
Image Super-Resolution Using Deep Convolutional Networks,https://arxiv.org/pdf/1501.00092v3.pdf
Addressing the Rare Word Problem in Neural Machine Translation,https://arxiv.org/pdf/1410.8206v4.pdf
Parsing as Language Modeling,https://aclweb.org/anthology/D16-1257
Domain-Adversarial Training of Neural Networks,https://arxiv.org/pdf/1505.07818v4.pdf
The relativistic discriminator: a key element missing from standard GAN,https://arxiv.org/pdf/1807.00734v3.pdf
Deep multi-task learning with low level tasks supervised at lower layers,https://aclweb.org/anthology/P16-2038
Tips and Tricks for Visual Question Answering: Learnings from the 2017 Challenge,https://arxiv.org/pdf/1708.02711v1.pdf
DeepWalk: Online Learning of Social Representations,https://arxiv.org/pdf/1403.6652v2.pdf
V-Net: Fully Convolutional Neural Networks for Volumetric Medical Image Segmentation,https://arxiv.org/pdf/1606.04797v1.pdf
TuckER: Tensor Factorization for Knowledge Graph Completion,https://arxiv.org/pdf/1901.09590v1.pdf
"Models Matter, So Does Training: An Empirical Study of CNNs for Optical Flow Estimation",https://arxiv.org/pdf/1809.05571v1.pdf
Distilling an Ensemble of Greedy Dependency Parsers into One MST Parser,https://arxiv.org/pdf/1609.07561v1.pdf
To Boost or Not to Boost? On the Limits of Boosted Trees for Object Detection,https://arxiv.org/pdf/1701.01692v1.pdf
Deep Laplacian Pyramid Networks for Fast and Accurate Super-Resolution,https://arxiv.org/pdf/1704.03915v2.pdf
S$^3$FD: Single Shot Scale-invariant Face Detector,https://arxiv.org/pdf/1708.05237v3.pdf
ProjectionNet: Learning Efficient On-Device Deep Networks Using Neural Projections,https://arxiv.org/pdf/1708.00630v2.pdf
"Person Re-identification: Past, Present and Future",https://arxiv.org/pdf/1610.02984v1.pdf
Learning Feature Pyramids for Human Pose Estimation,https://arxiv.org/pdf/1708.01101v1.pdf
Spatial Aggregation of Holistically-Nested Convolutional Neural Networks for Automated Pancreas Localization and Segmentation,https://arxiv.org/pdf/1702.00045v1.pdf
On Tree-Based Neural Sentence Modeling,https://arxiv.org/pdf/1808.09644v1.pdf
Weakly Supervised Localization using Deep Feature Maps,https://arxiv.org/pdf/1603.00489v2.pdf
Learning Deep Parsimonious Representations,https://papers.nips.cc/paper/6263-learning-deep-parsimonious-representations.pdf
Bidirectional Attention Flow for Machine Comprehension,https://arxiv.org/pdf/1611.01603v6.pdf
Dialogue Learning with Human Teaching and Feedback in End-to-End Trainable Task-Oriented Dialogue Systems,https://arxiv.org/pdf/1804.06512v1.pdf
Improved Sentence Modeling using Suffix Bidirectional LSTM,https://arxiv.org/pdf/1805.07340v2.pdf
DenseFusion: 6D Object Pose Estimation by Iterative Dense Fusion,https://arxiv.org/pdf/1901.04780v1.pdf
Consistent Rank Logits for Ordinal Regression with Convolutional Neural Networks,https://arxiv.org/pdf/1901.07884v2.pdf
FaceBoxes: A CPU Real-time Face Detector with High Accuracy,https://arxiv.org/pdf/1708.05234v4.pdf
Natural Language Inference over Interaction Space,https://arxiv.org/pdf/1709.04348v2.pdf
Pose-driven Deep Convolutional Model for Person Re-identification,https://arxiv.org/pdf/1709.08325v1.pdf
Pose-Robust Face Recognition via Deep Residual Equivariant Mapping,https://arxiv.org/pdf/1803.00839v1.pdf
Learning for Video Super-Resolution through HR Optical Flow Estimation,https://arxiv.org/pdf/1809.08573v2.pdf
PointNet++: Deep Hierarchical Feature Learning on Point Sets in a Metric Space,https://arxiv.org/pdf/1706.02413v1.pdf
Joint Detection and Identification Feature Learning for Person Search,https://arxiv.org/pdf/1604.01850v3.pdf
Distractor-aware Siamese Networks for Visual Object Tracking,https://arxiv.org/pdf/1808.06048v1.pdf
PyramidBox: A Context-assisted Single Shot Face Detector,https://arxiv.org/pdf/1803.07737v2.pdf
A Curriculum Domain Adaptation Approach to the Semantic Segmentation of Urban Scenes,https://arxiv.org/pdf/1812.09953v3.pdf
EAST: An Efficient and Accurate Scene Text Detector,https://arxiv.org/pdf/1704.03155v2.pdf
Product-based Neural Networks for User Response Prediction,https://arxiv.org/pdf/1611.00144v1.pdf
Beyond Deep Residual Learning for Image Restoration: Persistent Homology-Guided Manifold Simplification,https://arxiv.org/pdf/1611.06345v4.pdf
Road Extraction by Deep Residual U-Net,https://arxiv.org/pdf/1711.10684v1.pdf
SDNet: Contextualized Attention-based Deep Network for Conversational Question Answering,https://arxiv.org/pdf/1812.03593v5.pdf
Hierarchical Attention Networks for Document Classification,https://aclweb.org/anthology/N16-1174
Semantic Instance Segmentation via Deep Metric Learning,https://arxiv.org/pdf/1703.10277v1.pdf
Tell Me Why: Using Question Answering as Distant Supervision for Answer Justification,https://aclweb.org/anthology/K17-1009
Dynamic Meta-Embeddings for Improved Sentence Representations,https://arxiv.org/pdf/1804.07983v2.pdf
Improved Techniques for Training GANs,https://arxiv.org/pdf/1606.03498v1.pdf
W2F: A Weakly-Supervised to Fully-Supervised Framework for Object Detection,https://openaccess.thecvf.com/content_cvpr_2018/papers/Zhang_W2F_A_Weakly-Supervised_CVPR_2018_paper.pdf
Image-to-Image Translation with Conditional Adversarial Networks,https://arxiv.org/pdf/1611.07004v3.pdf
MicronNet: A Highly Compact Deep Convolutional Neural Network Architecture for Real-time Embedded Traffic Sign Classification,https://arxiv.org/pdf/1804.00497v3.pdf
MUTAN: Multimodal Tucker Fusion for Visual Question Answering,https://arxiv.org/pdf/1705.06676v1.pdf
Learning to Adapt Structured Output Space for Semantic Segmentation,https://arxiv.org/pdf/1802.10349v1.pdf
Spectral Representations for Convolutional Neural Networks,https://papers.nips.cc/paper/5649-spectral-representations-for-convolutional-neural-networks.pdf
Semantic Image Segmentation with Deep Convolutional Nets and Fully Connected CRFs,https://arxiv.org/pdf/1412.7062v4.pdf
A Neural Autoregressive Approach to Collaborative Filtering,https://arxiv.org/pdf/1605.09477v1.pdf
Face Recognition Using Deep Multi-Pose Representations,https://arxiv.org/pdf/1603.07388v1.pdf
CornerNet: Detecting Objects as Paired Keypoints,https://arxiv.org/pdf/1808.01244v2.pdf
Matrix Completion on Graphs,https://arxiv.org/pdf/1408.1717v3.pdf
Diffusion Convolutional Recurrent Neural Network: Data-Driven Traffic Forecasting,https://arxiv.org/pdf/1707.01926v3.pdf
Fast-Slow Recurrent Neural Networks,https://arxiv.org/pdf/1705.08639v2.pdf
GCNet: Non-local Networks Meet Squeeze-Excitation Networks and Beyond,https://arxiv.org/pdf/1904.11492v1.pdf
Contextualized Word Representations for Reading Comprehension,https://arxiv.org/pdf/1712.03609v4.pdf
Fixup Initialization: Residual Learning Without Normalization,https://arxiv.org/pdf/1901.09321v2.pdf
Machine Comprehension Using Match-LSTM and Answer Pointer,https://arxiv.org/pdf/1608.07905v2.pdf
Convolutional 2D Knowledge Graph Embeddings,https://arxiv.org/pdf/1707.01476v6.pdf
Surpassing Human-Level Face Verification Performance on LFW with GaussianFace,https://arxiv.org/pdf/1404.3840v3.pdf
Direct Output Connection for a High-Rank Language Model,https://arxiv.org/pdf/1808.10143v2.pdf
Graph Convolutional Networks for Text Classification,https://arxiv.org/pdf/1809.05679v3.pdf
Pixel Recurrent Neural Networks,https://arxiv.org/pdf/1601.06759v3.pdf
Long Text Generation via Adversarial Training with Leaked Information,https://arxiv.org/pdf/1709.08624v2.pdf
A Character-Level Decoder without Explicit Segmentation for Neural Machine Translation,https://arxiv.org/pdf/1603.06147v4.pdf
Deep Semantic Role Labeling with Self-Attention,https://arxiv.org/pdf/1712.01586v1.pdf
Face Search at Scale: 80 Million Gallery,https://arxiv.org/pdf/1507.07242v2.pdf
Facial Aging and Rejuvenation by Conditional Multi-Adversarial Autoencoder with Ordinal Regression,https://arxiv.org/pdf/1804.02740v1.pdf
Training Recurrent Answering Units with Joint Loss Minimization for VQA,https://arxiv.org/pdf/1606.03647v2.pdf
Globally Normalized Transition-Based Neural Networks,https://arxiv.org/pdf/1603.06042v2.pdf
Hi-Fi: Hierarchical Feature Integration for Skeleton Detection,https://arxiv.org/pdf/1801.01849v4.pdf
Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift,https://arxiv.org/pdf/1502.03167v3.pdf
End-to-end Sequence Labeling via Bi-directional LSTM-CNNs-CRF,https://arxiv.org/pdf/1603.01354v5.pdf
IPOD: Intensive Point-based Object Detector for Point Cloud,https://arxiv.org/pdf/1812.05276v1.pdf
Class-Splitting Generative Adversarial Networks,https://arxiv.org/pdf/1709.07359v2.pdf
Compressed Video Action Recognition,https://arxiv.org/pdf/1712.00636v2.pdf
A Simple Way to Initialize Recurrent Networks of Rectified Linear Units,https://arxiv.org/pdf/1504.00941v2.pdf
Stacked Hourglass Networks for Human Pose Estimation,https://arxiv.org/pdf/1603.06937v2.pdf
Discourse Marker Augmented Network with Reinforcement Learning for Natural Language Inference,https://aclweb.org/anthology/P18-1091
A Fully Progressive Approach to Single-Image Super-Resolution,https://arxiv.org/pdf/1804.02900v2.pdf
Cross-lingual Language Model Pretraining,https://arxiv.org/pdf/1901.07291v1.pdf
Sentence-State LSTM for Text Representation,https://arxiv.org/pdf/1805.02474v1.pdf
A Fully Attention-Based Information Retriever,https://arxiv.org/pdf/1810.09580v1.pdf
MemoReader: Large-Scale Reading Comprehension through Neural Memory Controller,https://aclweb.org/anthology/D18-1237
Escape from Cells: Deep Kd-Networks for the Recognition of 3D Point Cloud Models,https://arxiv.org/pdf/1704.01222v2.pdf
Structural Scaffolds for Citation Intent Classification in Scientific Publications,https://arxiv.org/pdf/1904.01608v1.pdf
Large Scale Image Segmentation with Structured Loss based Deep Learning for Connectome Reconstruction,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8364622
Averaging Weights Leads to Wider Optima and Better Generalization,https://arxiv.org/pdf/1803.05407v3.pdf
Deep Residual Networks with Exponential Linear Unit,https://arxiv.org/pdf/1604.04112v4.pdf
Conditional Image Generation with PixelCNN Decoders,https://arxiv.org/pdf/1606.05328v2.pdf
Multi-Oriented Scene Text Detection via Corner Localization and Region Segmentation,https://arxiv.org/pdf/1802.08948v2.pdf
FOTS: Fast Oriented Text Spotting with a Unified Network,https://arxiv.org/pdf/1801.01671v2.pdf
Multi-grained Attention Network for Aspect-Level Sentiment Classification,https://aclweb.org/anthology/D18-1380
A Simple and Effective Approach to the Story Cloze Test,https://aclweb.org/anthology/N18-2015
Dictionary Learning for Massive Matrix Factorization,https://arxiv.org/pdf/1605.00937v2.pdf
An application of cascaded 3D fully convolutional networks for medical image segmentation,https://arxiv.org/pdf/1803.05431v2.pdf
Regularized Evolution for Image Classifier Architecture Search,https://arxiv.org/pdf/1802.01548v7.pdf
Multiplicative LSTM for sequence modelling,https://arxiv.org/pdf/1609.07959v3.pdf
A Style-Based Generator Architecture for Generative Adversarial Networks,https://arxiv.org/pdf/1812.04948v3.pdf
Convolutional Neural Networks with Recurrent Neural Filters,https://arxiv.org/pdf/1808.09315v1.pdf
Learning Attraction Field Representation for Robust Line Segment Detection,https://arxiv.org/pdf/1812.02122.pdf
Generative Partition Networks for Multi-Person Pose Estimation,https://arxiv.org/pdf/1705.07422v2.pdf
Drop an Octave: Reducing Spatial Redundancy in Convolutional Neural Networks with Octave Convolution,https://arxiv.org/pdf/1904.05049v2.pdf
Kernelized Synaptic Weight Matrices,https://proceedings.mlr.press/v80/muller18a/muller18a.pdf
E2E NLG Challenge: Neural Models vs. Templates,https://aclweb.org/anthology/W18-6557
Compositional Sequence Labeling Models for Error Detection in Learner Writing,https://arxiv.org/pdf/1607.06153v1.pdf
Spatial As Deep: Spatial CNN for Traffic Scene Understanding,https://arxiv.org/pdf/1712.06080v1.pdf
DeepVisage: Making face recognition simple yet with powerful generalization skills,https://arxiv.org/pdf/1703.08388v2.pdf
Bottom-Up Abstractive Summarization,https://arxiv.org/pdf/1808.10792v2.pdf
Enhancing Sentence Embedding with Generalized Pooling,https://arxiv.org/pdf/1806.09828v1.pdf
Learning to Compose Task-Specific Tree Structures,https://arxiv.org/pdf/1707.02786v4.pdf
Dual-Agent GANs for Photorealistic and Identity Preserving Profile Face Synthesis,https://papers.nips.cc/paper/6612-dual-agent-gans-for-photorealistic-and-identity-preserving-profile-face-synthesis.pdf
"Progressive Growing of GANs for Improved Quality, Stability, and Variation",https://arxiv.org/pdf/1710.10196v3.pdf
End-To-End Memory Networks,https://arxiv.org/pdf/1503.08895v5.pdf
"Quo Vadis, Action Recognition? A New Model and the Kinetics Dataset",https://arxiv.org/pdf/1705.07750v3.pdf
Neural Models for Reasoning over Multiple Mentions using Coreference,https://arxiv.org/pdf/1804.05922v1.pdf
Unsupervised Neural Machine Translation with Weight Sharing,https://arxiv.org/pdf/1804.09057v1.pdf
Wider or Deeper: Revisiting the ResNet Model for Visual Recognition,https://arxiv.org/pdf/1611.10080v1.pdf
Real-Time Seamless Single Shot 6D Object Pose Prediction,https://arxiv.org/pdf/1711.08848v5.pdf
Parameter-Free Spatial Attention Network for Person Re-Identification,https://arxiv.org/pdf/1811.12150v1.pdf
Spectral Normalization for Generative Adversarial Networks,https://arxiv.org/pdf/1802.05957v1.pdf
Speech Recognition with Deep Recurrent Neural Networks,https://arxiv.org/pdf/1303.5778v1.pdf
Occlusion-aware R-CNN: Detecting Pedestrians in a Crowd,https://arxiv.org/pdf/1807.08407v1.pdf
Improved Variational Inference with Inverse Autoregressive Flow,https://papers.nips.cc/paper/6581-improved-variational-inference-with-inverse-autoregressive-flow.pdf
A Span Selection Model for Semantic Role Labeling,https://arxiv.org/pdf/1810.02245v1.pdf
Complex Embeddings for Simple Link Prediction,https://arxiv.org/pdf/1606.06357v1.pdf
GPU Kernels for Block-Sparse Weights,https://s3-us-west-2.amazonaws.com/openai-assets/blocksparse/blocksparsepaper.pdf
Cutting-off Redundant Repeating Generations for Neural Abstractive Summarization,https://aclweb.org/anthology/E17-2047
Pose-Invariant Face Alignment with a Single CNN,https://arxiv.org/pdf/1707.06286v1.pdf
A Helping Hand: Transfer Learning for Deep Sentiment Analysis,https://aclweb.org/anthology/P18-1235
Detecting Faces Using Region-based Fully Convolutional Networks,https://arxiv.org/pdf/1709.05256v2.pdf
Large-Scale Evolution of Image Classifiers,https://arxiv.org/pdf/1703.01041v2.pdf
Exploiting Document Knowledge for Aspect-level Sentiment Classification,https://arxiv.org/pdf/1806.04346v1.pdf
Entity Commonsense Representation for Neural Abstractive Summarization,https://aclweb.org/anthology/N18-1064
M-Walk: Learning to Walk over Graphs using Monte Carlo Tree Search,https://arxiv.org/pdf/1802.04394v5.pdf
AttnGAN: Fine-Grained Text to Image Generation with Attentional Generative Adversarial Networks,https://arxiv.org/pdf/1711.10485v1.pdf
An AMR Aligner Tuned by Transition-based Parser,https://arxiv.org/pdf/1810.03541v1.pdf
In-Place Activated BatchNorm for Memory-Optimized Training of DNNs,https://arxiv.org/pdf/1712.02616v3.pdf
A Novel Neural Network Model for Joint POS Tagging and Graph-based Dependency Parsing,https://arxiv.org/pdf/1705.05952v2.pdf
Learning Symmetry Consistent Deep CNNs for Face Completion,https://arxiv.org/pdf/1812.07741v1.pdf
Discriminative Correlation Filter with Channel and Spatial Reliability,https://arxiv.org/pdf/1611.08461v3.pdf
Parsing R-CNN for Instance-Level Human Analysis,https://arxiv.org/pdf/1811.12596v1.pdf
CASCADE: Contextual Sarcasm Detection in Online Discussion Forums,https://arxiv.org/pdf/1805.06413v1.pdf
InfoGAN: Interpretable Representation Learning by Information Maximizing Generative Adversarial Nets,https://arxiv.org/pdf/1606.03657v1.pdf
Utilizing BERT for Aspect-Based Sentiment Analysis via Constructing Auxiliary Sentence,https://arxiv.org/pdf/1903.09588v1.pdf
Interactive Attention Networks for Aspect-Level Sentiment Classification,https://arxiv.org/pdf/1709.00893v1.pdf
Phase Conductor on Multi-layered Attentions for Machine Comprehension,https://arxiv.org/pdf/1710.10504v2.pdf
Building state-of-the-art distant speech recognition using the CHiME-4 challenge with a setup of speech enhancement baseline,https://arxiv.org/pdf/1803.10109v1.pdf
Graph Attention Networks,https://arxiv.org/pdf/1710.10903v3.pdf
Geometric deep learning on graphs and manifolds using mixture model CNNs,https://arxiv.org/pdf/1611.08402v3.pdf
Stochastic Pooling for Regularization of Deep Convolutional Neural Networks,https://arxiv.org/pdf/1301.3557v1.pdf
Attention-based Ensemble for Deep Metric Learning,https://arxiv.org/pdf/1804.00382v2.pdf
Efficient and Robust Question Answering from Minimal Context over Documents,https://arxiv.org/pdf/1805.08092v1.pdf
MultiPoseNet: Fast Multi-Person Pose Estimation using Pose Residual Network,https://arxiv.org/pdf/1807.04067v1.pdf
Detecting Cancer Metastases on Gigapixel Pathology Images,https://arxiv.org/pdf/1703.02442v2.pdf
Unsupervised Feature Learning with C-SVDDNet,https://arxiv.org/pdf/1412.7259v3.pdf
LSTM CCG Parsing,https://aclweb.org/anthology/N16-1026
Character-level Convolutional Networks for Text Classification,https://arxiv.org/pdf/1509.01626v3.pdf
The Reactor: A fast and sample-efficient Actor-Critic agent for Reinforcement Learning,https://arxiv.org/pdf/1704.04651v2.pdf
Generative Image Modeling Using Spatial LSTMs,https://arxiv.org/pdf/1506.03478v2.pdf
Deep Multi-Center Learning for Face Alignment,https://arxiv.org/pdf/1808.01558v2.pdf
A C-LSTM Neural Network for Text Classification,https://arxiv.org/pdf/1511.08630v2.pdf
CNN-based Cascaded Multi-task Learning of High-level Prior and Density Estimation for Crowd Counting,https://arxiv.org/pdf/1707.09605v2.pdf
"PWC-Net: CNNs for Optical Flow Using Pyramid, Warping, and Cost Volume",https://arxiv.org/pdf/1709.02371v3.pdf
Convolutional Clustering for Unsupervised Learning,https://arxiv.org/pdf/1511.06241v2.pdf
Objects as Points,https://arxiv.org/pdf/1904.07850v2.pdf
Story Comprehension for Predicting What Happens Next,https://aclweb.org/anthology/D17-1168
Deep Learning over Multi-field Categorical Data: A Case Study on User Response Prediction,https://arxiv.org/pdf/1601.02376v1.pdf
Hypernyms under Siege: Linguistically-motivated Artillery for Hypernymy Detection,https://arxiv.org/pdf/1612.04460v2.pdf
Investigating Capsule Networks with Dynamic Routing for Text Classification,https://arxiv.org/pdf/1804.00538v4.pdf
Practical Bayesian Optimization of Machine Learning Algorithms,https://papers.nips.cc/paper/4522-practical-bayesian-optimization-of-machine-learning-algorithms.pdf
Supervised and Semi-Supervised Text Categorization using LSTM for Region Embeddings,https://arxiv.org/pdf/1602.02373v2.pdf
"3D Face Morphable Models ""In-the-Wild""",https://arxiv.org/pdf/1701.05360v1.pdf
Hierarchical Attention Based Position-Aware Network for Aspect-Level Sentiment Analysis,https://aclweb.org/anthology/K18-1018
Nonlinear 3D Face Morphable Model,https://arxiv.org/pdf/1804.03786v3.pdf
M2Det: A Single-Shot Object Detector based on Multi-Level Feature Pyramid Network,https://arxiv.org/pdf/1811.04533v3.pdf
Improving Deep Neural Networks with Probabilistic Maxout Units,https://arxiv.org/pdf/1312.6116v2.pdf
Compressing Word Embeddings via Deep Compositional Code Learning,https://arxiv.org/pdf/1711.01068v2.pdf
The Lovász-Softmax Loss: A Tractable Surrogate for the Optimization of the Intersection-Over-Union Measure in Neural Networks,https://arxiv.org/abs/1705.08790
A Multilayer Convolutional Encoder-Decoder Neural Network for Grammatical Error Correction,https://arxiv.org/pdf/1801.08831v1.pdf
PCANet: A Simple Deep Learning Baseline for Image Classification?,https://arxiv.org/pdf/1404.3606v2.pdf
Single Image Super-Resolution with Dilated Convolution based Multi-Scale Information Learning Inception Module,https://arxiv.org/pdf/1707.07128v1.pdf
Pairwise Word Interaction Modeling with Deep Neural Networks for Semantic Similarity Measurement,https://aclweb.org/anthology/N16-1108
BASS Net: Band-Adaptive Spectral-Spatial Feature Learning Neural Network for Hyperspectral Image Classification,https://arxiv.org/pdf/1612.00144v2.pdf
Aspect Level Sentiment Classification with Deep Memory Network,https://arxiv.org/pdf/1605.08900v2.pdf
Enhanced Image Classification With a Fast-Learning Shallow Convolutional Neural Network,https://arxiv.org/pdf/1503.04596v3.pdf
Learning to Reason: End-to-End Module Networks for Visual Question Answering,https://arxiv.org/pdf/1704.05526v3.pdf
Learning a Hierarchical Latent-Variable Model of 3D Shapes,https://arxiv.org/pdf/1705.05994v4.pdf
Evaluating surgical skills from kinematic data using convolutional neural networks,https://arxiv.org/pdf/1806.02750v1.pdf
Hybrid Recommender System based on Autoencoders,https://arxiv.org/pdf/1606.07659v3.pdf
Deep Residual Learning for Image Recognition,https://arxiv.org/pdf/1512.03385v1.pdf
AMR Parsing with an Incremental Joint Model,https://aclweb.org/anthology/D16-1065
MobileNets: Efficient Convolutional Neural Networks for Mobile Vision Applications,https://arxiv.org/pdf/1704.04861v1.pdf
